level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	8	1	3	6	177	699	37	11	93	mollis
5	1	8	1	3	7	218	699	75	11	92	elementum
5	1	8	1	3	8	297	700	11	10	95	in
5	1	8	1	3	9	313	700	27	14	63	quis
5	1	8	1	3	10	344	699	36	11	89	lacus.
5	1	8	1	3	11	384	700	55	10	94	Vivamus
5	1	8	1	3	12	443	700	13	10	96	et
5	1	8	1	3	13	460	702	14	8	96	ex
5	1	8	1	3	14	479	702	24	8	96	non
5	1	8	1	3	15	508	699	21	11	92	nisl
5	1	8	1	3	16	533	700	39	10	95	varius
5	1	8	1	3	17	576	699	45	15	96	feugiat
5	1	8	1	3	18	624	700	32	10	93	vitae
5	1	8	1	3	19	660	699	45	15	89	aliquet
5	1	8	1	3	20	708	702	30	8	96	sem.
